Review,Rating
The recipe came out very soggy. It was almost ineatable!!,negative
"This is a very nice (as well as super fast and easy) way to bake fish...the tomato slices atop the filets are a very welcome ""something different""! We actually substituted fresh Walleye Pike from beautiful Lake Kampeska which my husband caught this afternoon. YUM! I really loved it, but my hubby who is WAY more of a fried fish guy, insisted it was only worth 3 stars! Still, a WONDERFUL recipe!!!",neutral
This tastes like a spiced up sweet/sour sauce and also works very well with firm fruit. This tastes similar to a spicy sweet sour sauce and also works very well on firm fruit.,neutral
"This was nice, but I felt that the sesame seeds overwhelmed all the other ingredients. I made the chocolate variety, and it probably needed some more maple syrup because mine turned out barely sweet. I omitted the coconut, which I'm not too fond out, and cut these into squares. I used cashew butter, but could barely taste it. I'll tweak this a tad the next time I make it.",neutral
"these are alright,some times we put flour on top then we fry them",neutral
This was refreshing. But A little too sweet for our family. Next time I will cut the sugar in half.,neutral
"Was easy to make. I subsituted canned pumpkin with pumpkin pie filling to give it more of a pumpkin pie taste, even put whipped cream on top! Also added a dash of nutmeg. It was very, very good!",neutral
This was wonderful--finally got around to using the A to Z ingredients--and I used 2 cups of strawberries! this bread was great--it will be in my cookbook for good because of its totally unmatched level of versatility.,positive
It was incredibly salty.It was probably the brand of Teriyaki sauce I used (kikoman).It tasted like salt soup.I checked the contents of the sauce and it was 25% sodium.,negative
"These were different!The smarties melted in trhe cookie and gave them a tangy taste.I had to add more flour to mine,they really spread....but it may be because I used butter instead of margerine.",neutral
The chicken certainly was moist but it didn't absorb any of the sauce's flavor.I was hoping for a more flavorful chicken.I may try this recipe in the crockpot next time.,neutral
was not really to our taste,negative
"Tasty and easy to make. Very filling, only need two per person at the most. However, these do not make very good leftovers.",neutral
"This is no way to cook eggs! First, use a pin to punch a hole in the big end of the eggs.This prevents cracking, that is caused by expansion of the air bubble in the big end. Cover the eggs well with COLD water.Cover the pan, and bring to a boil over medium heat (this method works only on an electric stove).As soon as the water is bopiling, turn off the heat.Leave the pot on the element. After some hours, once the water is at room temperature, peel the eggs (use a spoon to crack the shell all over, then, under a running tap, roll the egg between your palms.The shell can then be easily removed. DEVILED:Slice an egg lengthwise.Spoon out the yolk.Repeat for the rest of the eggs.Add a spoon of DILL PICKLE JUICE (!), season to taste, mash the lot with a fork, and spoon into the egg-white halves.Or use CURRY instead of the pickle brine.Or EXPERIMENT!",negative
Canned mushrooms?Tasteless.,negative
This smelled wonderful while baking but we were a little disappointed when we tasted it. It just seemed to be missing something. It wasn't bad! Just not quite what was expected. :D,neutral
"The eggs were acceptable in taste and I would certainly not be ashamed to serve them to my guests, but I found them fairly dry in texture and not very 'devilish'.I think the addition of a bit of vinegar and some additional mayonnaise would be of a real advantage to these eggs.",neutral
"Bland recipe, better as leftovers.",negative
"Simple and flavorful, yet lacking.",neutral
"Sorry this was good but not a, '5 star' keeper. I went back for 2nds but will probably not b making this again. I don't mean to offend. I'll agree with the last post this needs some cheese.",neutral
"I tried this last night for supper,it was just ok. I will not make it again.It was very moist.Theola from Iowa",negative
This wasn't very good.The potatoes were very dry and the chicken wasn't anything special.I wouldn't make this again.,negative
"It was good, a little heavy for my and my husband's taste.",neutral
"This tasted good, but a little dry.I had a hard time spreading the corn flake butter mix evenly.If I make it again I won't add the water chestnuts.",neutral
"I do a similar recipe but use ham and crushed pineapple with the sauce and cheese to create ham and pineapple pizzas for the kids of all ages.You can use any pizza combination with ease and serve as individual pizzas. Quick, easy and simple. Perfect party food.",neutral
"I've been wanting to make this recipe for a really long time, so I was really glad when I had the time off to give this a try. Since it was a rice pudding, I was expecting a pudding-ey consistency, but even after cooking the rice-milk mixture for 3 hours, it was still pretty soupy! Since the recipe didn't specify what type of rice to use, I used medium-grain... perhaps I should've used short grain for it to be of a creamier consistency. Also, the salt also seemed a bit much, but the vanilla added a nice flavour. This was just sweet enough for my liking, but the consistency could do with loads of improvement.",neutral
"These ribs are horrible!!! If you like salty,dry, rubbery, stick to the bone no matter what ribs, please make this recipe!!!",negative
"Very easy recipe to make.If you like Rosemary, this is the recipe for you.",neutral
"I was expecting more for some reason but found this to be just the usual salmon salad with some crunchy stuff added.I used ultra light cream cheese, maybe that was why it was somewhat taste-less. Won't be making this one again.",neutral
"Easy to make with ingredients I always have at home.My family of three tried it for the first time tonight. I didn't change the recipe at all and served it hot.One really liked it, one thought it was fair and one didn't like it at all.",neutral
"Nice change of pace for an easy rice dish.I used half the amount of butter (margarine, actually) and added a 1/3 cup more of rice.The liquid to rice proportions seemed a bit off in the original recipe.Will try it next time with a dark beer and have it with beef!",neutral
Not very good,negative
I scaled the recipe down to 1 serving. I added 2 tbsp oats and 1/2 tsp. honey as well. I did not use the ground cinnamon. Had this with 2 slices of toasted bread for a light lunch and now its 7pm and not very hungry yet! Thanks Dancer!,neutral
"This was OK.After all the rave reviews, I expected it to be spectacular.It just seemed that something was missing.Not bad, just not what I expected.",neutral
"Mediocre.The recipe calls for too much lemon juice for my taste...and the consistency of the sauce was odd.Had to pick the chicken out of the leftovers, rinse it, and make chicken salad because no one (including myself) liked this dish.Sorry!",neutral
"I’m afraid I have to agree with Jenn. I found these ribs to be very tender, but I found them lacking in flavor and I found three onions a bit much, slightly overpowering. I also didn’t like the idea that I had to be around mid-recipe to drain off the liquid. I think in part Kelly that you’re right, everyone has their own favorite rib recipe and I think that was the standard I was measuring these against. None-the-less they were relatively easy to prepare and as I said they were very tender.",neutral
"There's something missing in this recipe. With all the seasonings and all that garlic, you would think it would have quite a bit of flavor. However, both hubby and I thought it was extremely bland. He tossed most of his in the garbage and that's very uncharacteristic.Won't be making this one again.",negative
I ended up leaving these in the oven for an hour which was way too long.I think even the 40 mins as the recipe calls for might have be a bit much. They tasted all right but I've had better. Maybe the dijon mustard idea would add some pizazz.,neutral
"It's a nice base recipe. It's kind of bland as is, but the proper spices would liven it up.",neutral
"A fairly easy dish to prepare and the chicken had good flavor but not quite as good as the cooking aroma led me to think it was going to taste.I used skinless thighs and cut as much extra fat off as I could.About five minutes before the chicken was done, I tossed in some chopped zucchini and let it cook in the sauce with the chicken.The zucchini turned out really well.",neutral
"This recipie is incomplete.I started making it and it doesn't tell you what to do with the vinegar, salt or the onions.I gave up and made another recipie.Sorry..it looks like a great recipie but I didn't want a disaster by adding the wrong ingredient at the wrong time.",negative
Liked the recipe but next time I'll use sour cream rather than mayo - my MIL makes it w/sour cream and no onion.The sour cream coats the cucumbers more.,neutral
"We didn't like it very much, just not much flavor, I followed the directions to a T, just expected More Flavor from this. Okay, not bad, just expecting too much from this I think.",neutral
"This was a nice change of pace and I liked the fact that I can serve it at room temp or chilled. Good crunchy veggies and the fresh mint (which grows in my garden with abandon) added a great touch. I can see adding other crunchy veggies such as julienne snow peas and summer squash. I plopped it in a big salad for a lunch and I used it in pocket bread too. I liked it but the fam, who are a bunch of picky eaters, were not so ""enamored"" of it. I will make it again and probably eat it all myself.",neutral
very good recipe i was out of french dressing which iusually use and did'nt have catilina neither so i put the dressing in called green goddess you have to try it talk about exxcellent it is great i took it to family cookout and everyone wentcrazy over it you'll have to give it a try.,neutral
"At a 20-minute baking time, these brownies came out too dry. Good peanut-butter taste,but no gooey/gummy brownie texture.",neutral
"I followed the recipe and when I took the foil off after cooking it was pretty dry and the rice was still hard. I had even added the water from the can of corn. So I added about a half cup more water, salt and red pepper and losely covered and cooked for about 15 more minutes. I added more cheese and let it sit in the hot oven for about 20 more minutes. Now the rice is perfect and the dish taste pretty good. Pretty basic but the ease and taste makes it worth trying.",neutral
"This was VERY VERY VERY disappointing.Since typically, everything from this site that has a good rating is always great, I made this for my FIL's birthday dinner.It didn't look good and tasted a bit like a soft pretzel--NOT like foccacia.I wonder if the chef has had real foccacia before?I made 2 batches, one following directions exactly and then a second that would be a rosemary focaccia.It was easy, (used my Kitchen Aid mixer to mix up the dough) but just wasn't foccacia.I WOULD NOT make it again and will be looking for a more authenic recipe.",negative
"I didn't use canned salmon, but even so this was just ok .. I dont think i'll make it again",neutral
"Doubled the lemon juice, doubled the oyster sauce and cut the seasoned salt to 2 TBS. and my kids complained about it being to salty.",negative
"I found this dish to be pretty bland.Needs some serious doctoring up!I added a tablespoon of butter, 5 cloves of garlic, and a pinch of cayenne pepper, and it was still mediocre.",neutral
I must say the chicken was amazing.It fell right off the bones.The stuffing did not turn out so great though.I suggest removing all the fat and probably the skin and perhaps use a little less liquid.My stuffing turned out the consistancy of soup and it was greasy.I followed the recipe to a 't'.I plan on trying it again with my suggestions and I will get back to you.,neutral
"This was quite nice. I enjoyed the mixture of flavours. I found the flavour a little bit too strong though, maybe too much soy sauce for me. It overshadowed the lime and ginger flavours too much. I found it difficult to eat the whole piece of fish because of this. I would like to reduce the soy sauce to just a few drops next time.",neutral
"This wasn't bad but I did feel it was a little bland. Something is missing, in my opinion, but I'm not sure what. However, it is easy to make, very healthy and I think with a couple more spices or herbs it could be really special.",neutral
"The cheese made this tasty but it just did not seem to work for me.Instead of 30 min cooking I needed over 45 minutes.I had it in a 7"" round dish but it still took forever to cook.Once cooked it was ok but just did not do it for me???!! ",neutral
"Spent many an hour sitting at my bar, quaffing liberal amounts of Bitterballs 'n Booze. Vunderbar!",neutral
I didn't care for this recipe .. it seemed rather dry. I may try it again and add some milk.,negative
More like a bad oven pancake than a popover.,negative
Turned out bland and mushy.Even the baby wouldn't eat it!Pass this one up.,negative
This was nice but it came out a little dry.Next time I will add more water.,neutral
"Well these were tasty enough, but I don't think I would make them again.The veggies never got soft, the onions were practically raw!And I chopped them small, too.Kind of disappointing after all the great reviews.I did follow the recipe word for word.I did save the leftover sauce for some other possible use, but I would have to cook down those crunchy veggies.Family will only eat crunchy veggies in salad, not in a sauce.Sorry, the flavor is there, but it needs some work.",neutral
I added some tomato sauce and more pepper sauce to add some flavor. The kids actually liked it.It is a good recipe though.,neutral
"Something is wrong with this one.Yuck!!I think someone erroneously added the sweet and sour mix to this recipe.We just got back from Maui, fell in love with this drink, but this recipe isn't anything like what we had.Its good without the sweet and sour syrup.",negative
"I found this took much longer than 10 minutes to prep.My DH liked this Chowder but I didn't care for it that much. I guess I just prefer a different style. I prefer a light broth type instead of a thick stew. I did make some changes. I used fresh salmon instead of canned, which I think was nicer. And I used salmon broth that I had made, instead of chicken broth which I also liked. It gave the chowder a nice salmon taste.I did like using the fresh corn that was suggested in the recipe. That was a nice touch. And I think I'll use that idea again when I make a different version of Salmon Soup. Just not a chowder next time.",neutral
These are very good....,neutral
if you change the soup to cream of brocciliit would be much better.shapeweaver,neutral
Charishma...this twist is good but the cals indicated weighed heavily on my mind..I wonder what is adding on to all the cals here..I have a similar recipe that was posted sometime ago called No Fuss Red Kidney Bean Salad (and you had rated the same as well) which has almost similar ingredients but the cals are far too less out there.,neutral
I thought this was fair. My mom gave it a five but it's a hassle to make. probably won't make this again.,neutral
This was easy to make but just did not have the taste I wanted.Maybe it was the yogurt an mayo I used??Ranch dressing is kind of bland but this just had very little taste to me.It was also quite thick.I thinned it with some milk!,neutral
"I made these for a quick dinner last night.I used hamburger with 15% fat content and they were crumbly and didn't stick together well to make a patty.Some of the meat found it's way on to the coals.Even though crubly, they tasted pretty good.The kids liked them a lot.",neutral
"I was so anxious to try this after reading all the great reviews, but...I wasn't very impressed.I feel like maybe I did something wrong, but in this recipe there aren't many possibilities of doing that.I put some halved carrots and yukon gold potatoes on the bottom, then the roast, (and it wasn't a cheap one) then a quartered onion on top.I sprinkled half the mix on top, mixed the rest with 3/4 c water--thought I might need extra because of the vegetables- and poured it over.9 hours low heat.I wound up with a not substantially tenderroast and lots of watery broth.I thickened the broth with some browned flour, and it was all good, not great. For a pot roast I would stick to the one baked in foil in the Betty Crocker cookbook.",neutral
"This recipe very nearly works as it is.I didn't want to add sugar because I didn't want to blacken the fish, but after 1 steak, I added 1/2 again as much catsup and about an extra 1/4 cup of orange juice, to try to cut the saltiness of the soy.It more or less does the trick.Perhaps try cutting the soy sauce down just a tad.",neutral
"I am with reviewer Marcia Smith on this one. It was not bad but I don't think it deserves the highest rating on the site. I tried it and followed the recipe faithfully and was quite disappointed. I tasted as I thought it would ...sweet andsomewhat ho-hum. The best that can be said for it is that it is easy and for those with weak teeth, the chops are tender.I would far rather marinate aboneless pork steak and grill it. I have given it one star and am not sure it deservs that.I prefer to give good reviews but this recipe has been so over-rated that I felt I should help to correct the balance.",negative
was good but enjoy w/o the cheese-had another recipe that was better-the cheese seemed to take away from the poppyseed/s cream mixture=was something different,neutral
"Very nice salad for a hot summers day!I omited the red peppers, but used Lots of Grape Tomatoes.I did add a bit of olive oil and 1 Tbs of sugar to the dressing.It was a nice change of pace.I will make this again!",neutral
sounds good will have to try,neutral
My tastebuds really didn't care for this.It wasn't icky or anything. It is just the cheese kind of takes over and that is all I could taste. To me it tasted like it needs something.Probably a good base recipe but definately needs doctoring with spices and such.Sorry,neutral
"As a die-hard falafel aficionado, I tried this recipe over the weekend.I found that although the outcome was very, very tasty, it took far too long to make.I will eat falafels 3+ times per week, so I typically buy a pre-mixed falafel powder from the bulk section of a nearby Asian food store.On the other hand, the tahini was absolutely fabulous and I will never-ever-ever buy a premade tahini sauce again.You can even make more, and keep it in the fridge in a Tupperware container.",neutral
I added some mrs. dash to spice it up based on the comments. I'd suggest that you saute some onions and green pepper and throw that in. Definitely a repeat!,neutral
"This recipe was very good. However, I felt it needed something.... Perhaps a touch of nutmeg or cinnamon in the fruit or a bit of almond extract in the cake. I will try it again....with a few revisions.",neutral
"made this last night and it was ok.the recipe had a good taste to it, but it wasn't very ""zesty"" or spicy.i followed the recipe exactly - there was no zip to it.then i decided to add more spices trying to liven it up, but no luck. i think i missed something here....i might try it once more just to see if maybe i made a mistake somewhere.maybe i had some dead spices???lol",neutral
"I love to give five star ratings and was kinda disappointed when we tried this recipe.We are going to try to make this one more time minus the ketchup...it seemed really overpowering for some reason. I used a lean pork roast, cut into strips, it was very tender but the veggies never cooked down, perhaps the all day cook approach would be better for those. Thank you for posting this!",neutral
"This rice cooked up nicely and was very fluffy.However, despite all the onion and using good quality olive oil, there wasn't as much flavor as I expected.This has a very mild taste - I felt like there should perhaps be more seasoning.",neutral
"This was quite tasty but just too soupy and neither the tomatoes nor onions had cooked enough for our tastes in the 20 minutes recommended, even though I cooked it an additional 10 minutes. Next time I will stew the onions and tomotes a little, thicken them, then add the mashed potatoes and bake as recommended. Did sprinkle a little fresh sweet basil on top of the tomatoes and it gave it a wonderful zing.",neutral
This was ok .. I had to add 3 extra tbsp of water because the dough was too dry ..,neutral
This was very easy and tasted good. I normally don'y like cabbage except for slaw but it really adds flavor and you can't even tell it was in there at all. I'll make this again.,neutral
Simple but tasty way to serve lamb chops. Lipsmackin' good. Gives a plain meal a lift.,neutral
"I liked it, but didn't love it.I thought the sauce was interesting, but I guess I go more for real lemony sauces (or just lots of lemon juice) on fish.Very picky DH ate it, said he liked it, but it was not with the enthusiasm he exhibits when he really likes something.He also did not even try the sauce, just put lots of lemon juice on it.",neutral
"This was quick and easy but I think the cooking time for chicken needs to be longer than indicated.I used boneless chicken thighs instead of chicken breasts (because I bought the wrong package) and it turned out okay, but I needed to cook the chicken longer.I also couldn't find McCormick's chicken stir-fry seasoning, so I used ""sun bird stir fry seasoning"" and I added one green pepper.But all in all it is a good quick recipe a middle-of-the-week meal.",neutral
This is a good'n and I *like* a good pickle.,neutral
"Not bad. I couldn't find any Creamy French Dressing (I am in Canada), but did use the KegFrench Dressing.(It's NOT creamy)I added 1/2 cup of brown sugar and 1/4 cup of Soya Sauce.I also added chopped green onions and Fresh Mushrooms.The hubby and I thought it was not bad, but the kids were NOT impressed.You can't win them all I guess.......",neutral
I found the sauce very greasy and not much flavor.Needs allot of work.,negative
The cake was okay but certainly needed a scoop of ice cream. I had this for 8 older adults and it was too large a recipe.I'm not sure it would freeze properly.,neutral
"This was ok .. the dough was pretty dense and caused my bread machine to stop, taste is good with a very slight hint of blueberry ..",neutral
"I was raised in a Norwegian family and this recipe is pretty good, except we add Cardamom for an added authentic flavoring.",neutral
"This was good! But don't use Miricle Whip, it makes it to soupy! You could also use Nacho Slices instead of fresh Jalapenos.",neutral
"This was ok, but not what I was expecting. I was hoping for a bean salad-type dish, but it's more like a soup. Also, it didn't really taste very tropical. I think if you used half of the tomatoes and beans it would be better. This recipe made ALOT!!I suggest using a 14 oz can of tomatoes, and a 15 oz can of beans. (Or similar). That way, it's not soupy, and you would be able to taste the tropical flavor better. Also,I didn't have enough lemon juice, so I also added some orange juice. It was good that way.The potato flakes I used were butter flavor, but I didn't care for that. So you might want to use plain flavor.",neutral
"The recipe seemed to be a great idea, but what I got was a rather bland fiber that tasted like nothing more than cheese and hot pepper flakes. Sort of like eating the white parts of cabbage leaves with spices or parmesan cheese on toast.. I gave it 3 stars only because it did not taste bad, and as a budget stretcher or as filler for a wet salad it works if you need to fill the bowl.",neutral
"I have to agree with Kari on this one. Maybe cooking for so long in the crockpot just washed out most of the cheese taste that I was hoping to find. This might go better if cooked in the oven at 350 degrees (f) for one hour per pound. The 3 stars were given because although it did not taste great, no damage was done either and some times the crockpot is the only way to go if you are going to be gone all day.",neutral
I was very pleased with this recipe. Very easy to prepare and store. A good way to start the morning. Conrad.,neutral
This was easy to make and the flavor was okay.I think when serving fresh fruit that I would prefer the taste of fresh fruit in the cream cheese and then make as shown.,neutral
"Sorry Lorac, but this didn't appeal to us. The sauce was great, but although we followed your recipe exactly, the fish was tepid, and still raw and sloppy in the middle. For such an expensive peice of fish, I think I would broil it as usual, and use the sauce on that next time.I love sushi and sashimi, but this was different to those.",neutral
"Fun and easy recipe for kabobs. I made the marinade mixture early in the day, and put the meat and shrimp in the marinade for about four hours. When I put the kabobs together I alternated onion pieces, mushrooms, and green pepper pieces with the steak and shrimp, which made six kabobs total which was perfect for the four of us.These were perfect with just a green salad for a quiet summer meal.The only changes I may make is to add some garlic to the marinade mixture next time.",neutral
"I added an extra table spoon of Lowery's Season Salt and 1/2 cream... that little extra helped balance out the soup.Also, when I blended the meat and vegies I had a strange thick floating layer on the soup... It was a bit scary. An extra 2 hours of cooking helped the soup become smooth and incorporate this layer...Next time, I think I'll blend 1/2 the vegies andretain the other 1/2 of the vegies and all the meat to make it a thick and chunky soup.",neutral
Not a traditional strawberry pie but still good in its own respect.Very Sweet!Definately a make ahead pie though the prep time doesn't show how long to refrigerate.It was very runny until the next morning.More like a jellow mold in a pie shell.,neutral
"I wasn't very impressed with this recipe.It definetly wasn't enough to fill a whole casserole dish.If you do make it, double everything.",neutral
"It is blackberry season here in Oregon so I thought I would try this recipe.This did not work very well as a pie.The sour cream does not mix with the berries during baking, so you end up with a some very juicy berries on bottom and a soaked crust.The top part is good where the berries and sour cream mix and the crumbs on top are really a nice touch.Probably best to mix berries and sour cream before adding them to the pie shell.Adding corn starch rather than flour would probably work better as well.I used a standard pie crust, this might work best with a graham cracker crust instead.All in all, this recipe needs a bit of work but should be worth the effort.",neutral
"The muffins were pretty good, they had a strange biscuit-like consistency. But I enjoyed them. They would be better if you added a crumb topping with something like brown sugar, cinnamon and maybe pecans. I would also put an exact amount of peaches in the recipe, because I only used 2 and it was great plenty.",neutral
Boring.This recipie needs some garlic or something to spice it up.My husband and I found the prawns to be quite tasteless when bbq with the pineapple.,negative
Was really excited about the recipe sounds great. But missing one thing (HOW MUCH SUGAR?) Not listed on the ingredients,negative
"Recipe was tasty and the jelly was pretty, will mak wondeful Christmas gifts. But I put the peppers in food processor prior to cooking.",neutral
a lot easier but just not the same. the marshmello doesn't get the same toasty taste. worth trying.,neutral
"This was good.My husband put this together last night, and the house smelled so good when I got home.However, we both found it to be too salty (and I love salt!).We'll try this again, and attempt to avoid some salt and substitute some low-sodium products.This is easy and tasty, but I think it needs some tweaking.",neutral
"A good simple lunch salad, next time I may add more vegetables since I left out the walnuts (ds doesn't eat nuts). The chicken was spiced perfectly and will make chicken this way again.",neutral
this recipe has a good creamsicle flavor but I found the gelatin to remain granular and it had a bit of an after taste. I will make it again because I feel like I am eating something I shouldn't be.,neutral
"This was a nice curry, and looked lovely. I found this very filling and it tasted good. It was just a bit too spicy for our tastes (and we do like things very hot, this was a little too hot).Next time, I would perhaps add some additional seasonings and cut down on some of the heat.",neutral
"After reading all the fabulous reviews, I expected a bit more from this dish.I found that the chicken lacked flavour.The rice mixture was tasty, and I may make that part of the recipe again.I just didn't find the ""kick"" in this recipe with the chicken.",neutral
"This was good.I used light whipped cream cheese, but otherwise followed the directions exactly.I think that I will add some diced onions next time, as Evie* suggested.The crunch of the celery was a nice touch.I served it open-faced on toast. A good light dinner for a hot day!",neutral
"I don't know if it is my ""baking ability"" or what, but these just did not turn out for me at all.The dough was almost rock hard and they came out as tough biscuits.I added 3 Tbs butter (recipe did not say how much) and they cooked in less than 20 minutes.Sorry Dancer^ but this is one that just did not make it for me.Hope others try it and have more success.",neutral
"Very tasty - we had never had shark before. the marinade is excellent, I wish the shark steak had had that flavor all the way through. It took close to 30 min on each side on the broiler pan @ 350 degrees. I think shark meat must be very salty flavored.",neutral
"This was easy to make, but quite sweet.I love Butterfingers, but couldn't eat a whole slice of pie.I wouldn't make it again the same way.Perhaps it would be good with a citrus flavoring instead of candy.",neutral
I may have fiddled too much with this recipe so it didn't have the same taste appeal as others have found.I used a pork butt roast and did baste but found there was very little sauce left over. The flavour of the sauce ( delicious) did not seem to penetrate the roast.As I say...I didn't use a pork loin but the sauce when tasted was good.this could be my error.catherine,neutral
the receipe was very easy and a practical for us if we don't have enough time to prepare our lunch. But it still very simple and it's not make you full enough.,negative
"Thank you Lynne for an easy, quick Aussie pumpkin soup recipe!",neutral
"First how do you melt 5 cups of sugar into 1/2 lb. of butter.I really tried but ended up throwing in the rest of the pound.It still didn't melt, but stayed gritty.I really tried to give it the benefit of the doubt so I added the vinegar early to help it along.That wasn't much better, but fool that I am kept trying.It sounds so good!!I really shouldn't have done it but I went ahead and dumped ten bucks worth of pecans into the mess and kept cooking.I think I'll call it candy in a can...It needs more liquid ingredients and I'm not sure what they are.Then I got to thinking, is it even safe to can a product in a water bath canner that contains butter.It's in the canner waiting for some sort of miracle.If I can't pry it back out of the jars I'll just throw the whole mess out.I wonder how you get 5 cups of nuts into 4 cups...I ended up with slightly more than 8 cups with this recipe.I live at about 1600 feet.I'm sure that's not the problem.",negative
Maybe my cabbage was too big but we didn't think this dish had a whole lot of flavor. Will try again but double the brown sugar and vinegar.,neutral
"We loved the flavor and the sauce, but there was one little problem...the rice was crunchy.Maybe Minute Rice would have been better?I will make this again, but either use Minute Rice or leave the rice out completely.",neutral
"I don't know if I did something wrong or my taste buds weren't working, but I found this to be too bland for me. It looked good and is no doubt healthier than most meatloaves but I just did not get the taste out of it I wanted.Maybe I just need the fat!!!??",neutral
"This recipie is very, very bland in taste!! It may have been better with sausage and a little more cheddar chese. Thumbs down on this one!!",negative
"Overall, fruity and refreshing.However, I didn't have good luck with the vitamin idea(gritty) and would recommend using calcium fortified OJ and adding 1 TBS wheat germ and/or flax seed meal instead of the vitamin for that extra nutritional punch while maintaining the nice texture of this flavorful smoothie.Also, I used frozen banana to make this smoothie thicker and keep it frosty without having to add ice.",neutral
"We used fresh picked green beans (as fresh as they get--picked then straight into the sink for washing, tipping and cooking) and steamed them in my rice cooker/food steamer.I really had high expectations (if not for myself, then at least for the rest of my family) since I can never get my fill of these greens beans, nor can the rest of may family.I am somewhat sensitive to sweet/sour flavors--either I *really* like it, or I *really* don't!The rest of my family just plain love sweet/sour, and accuse me of not cooking sweet/sour often enough.I finished my serving as did everyone else (nobody went back for more).My husband said I could make them again, and the kids said, ""they were OK, but not really that good.""I really doubt if I will make them again, but I do appreciate that you shared Sue!",neutral
"This was ok, HARDLY sensational.",neutral
"Sorry, that dropping trick did not work for me.I held the brownies two feet over my formica tabletop and let gravity do it's job.The brownies hit the table and bounced off, hit the floor and crumbled out of the pan.Most of the brownies were still left in the pan, and they were pretty good, but I agree with Sue and think there was too much cinnamon in the mix.I wish I had seen her review before I made the brownies.The hazelnuts add a nice touch.I will try these again, easy on the cinnamon, and give gravity a rest and just let them cool on the counter.",neutral
This sauce was too sweet for me.,negative
"We tried so much to like this.The soup was overpowering the spicy flavors, and I had a lot of trouble getting the rice to cook.",neutral
"I followed this recipe exactly and unfortunately this dish did not turn out as I had expected.I cooked it for the 45 minutes as indicated, but the rice was still not cooked, so I added almost another 30 minutes of cooking time.But even with the extra cooking time, some of the rice was still crunchy, not fully cooked.The flavor was ok. If I decide to give this recipe another try, I would definately add additional seasonings to the chicken to give it more flavor.",neutral
"I was disappointed in the outcome of this dish.I used the exact proportions of everything, except that I had used tomatoes with celery, onion and green pepper, so I added 2 cloves of minced garlic.For some reason, I decided to brown my chicken first and am glad I did.After 3 hours on low I checked and the pasta was sludge. WAY OVERCOOKED.The chicken was done, barely.I think the idea here was great and the flavor combination would be excellent.And while all crockpots do cook differently,(and I did check to make sure mine was on low); either the liquid to pasta ratio was off, or the cooking time was off. I will try again, and this time add the pasta after 3 hours and let cook for 1 hour and see if that might be the solution.Darlene, I hope you keep trying new things in your crockpot and keep on posting them, and I'll be sure to let you know if my modification to the cooking time improves the outcome.",neutral
For us the lemon seemed to take over this dish.I would make it again but leave out the lemon juice.,neutral
"It was easy to make, but they were a little spicy they were good with a nice summer salad.",neutral
Great taste. Some difficulty in getting it to rise in the loaf pans.,neutral
"I came across this while looking for alternatives to potatos.The flavor is good but it was missing something for me.I will definitely use this again and see if I can ""punch it up"" a bit.I might try using mozzarella or even cheddar in place of the parmesan.",neutral
"My crock pot has high and low settings, and I wasn't sure which setting to use for this.I used low setting and it worked great.mmm29",neutral
"This was good to me, but my son nor husband cared much for it, so I probably won't get to make it again.We had to salt it at the table as it seemed like it needed salt.I am surprised the recipe doesn't call for any.",neutral
"I gave this three stars not because it didn't taste good , it did, but the instructions are very unclear. I added the mushrooms after the cinnamon and before the steak, when they were browned and a lot of the liquid cooked out of them , i added the steak.It worked well enough, the flavours worked well together. The hazelnuts on top were especially nice, I chopped them, some fine, some course, to save some crunchyness.All and all a good recipe, but I had to work it out myself.",neutral
"The chicken did seem sweet, perhaps the confectioners' sugar intensifies the sweetness more than a regular fine sugar would. I think if I make it again I would double the ginger, even it out with the cinnamon. The rice was the best part, wonderful mix of flavours, chili peppers, mushrooms and onion. Like the others, a few too many mushrooms. A very nice presentation.Another time I would leave the sugar out completely, it wasn't cloying, but would be better with out it, to my taste anyway.Good Luck!",neutral
The Directions need to be more clear and the chicken mixure seems bland...,negative
"Yes this is very easy to make.Yes it is hardy, but it reminds me of a homemade hamburger helper.For a quick fix, last minute dinner this is fine.I used Kraft Deluxe Mac and the Ragu Spagetti sauce.If I make this again I will use a different sauce.Something a with a bit more garlic.",neutral
"These were tasty, but I found them to be much too sweet for our taste. I like that there is no baking involved, but they just didn't go over as well as I thought they would. We all liked the taste of the cookie, but just too much sweetness. Any recommendations for cutting it down a bit? Thanks!~Manda",neutral
"I don't know why, but this coating was like concrete!",neutral
"I found that the 1/2 c of melted butter was way too much and ended up with crumbs.I don't know if your gingersnaps were much larger than mine or what, but the crust just didn't work out well at all for me.As for the topping, again, I think that it was way too much as it sunk in the center of the cheesecake where it was still rather liquid even after baking for 45 minutes.The flavor of the pumpkin was great.",neutral
Tried for supper and enjoyed the caraway seed flavour . A good way to serve sausage.,neutral
My family felt that it was bland not enought flavor.,negative
Needs more flavor.,negative
"This recipe was OK. Overall, the pasta was too dry (pesto needed more oil), and not what I expected (pesto tasted too much like tomato-garlic-parsley, and lost the basil and hazelnuts). I would go with more mushrooms, and less pasta, too. It had a good garlicy/tomatoey taste around the shrimp, that was its best point. Still, good luck in the contest!",neutral
The flavor wasn't bad.I did have a real problem trying to keep the cheese on top of the breadsticks.They seemed to get harder after having them in the oven for a second time.Was there a trick to this that was not included in the recipe?,neutral
